country,year,sex,age,suicides_no,population,suicides_100k_pop
British Virgin Islands,2002,female,5-14 years,0,,
British Virgin Islands,2002,female,55-74 years,0,,
British Virgin Islands,2002,female,75+ years,0,,
British Virgin Islands,2002,male,15-24 years,0,,
British Virgin Islands,2002,male,25-34 years,0,,
British Virgin Islands,2002,male,35-54 years,0,,
British Virgin Islands,2002,male,5-14 years,0,,
British Virgin Islands,2002,male,55-74 years,0,,
British Virgin Islands,2002,male,75+ years,0,,
British Virgin Islands,2003,female,15-24 years,0,,
British Virgin Islands,2003,female,25-34 years,0,,
British Virgin Islands,2003,female,35-54 years,0,,
British Virgin Islands,2003,female,5-14 years,0,,
British Virgin Islands,2003,female,55-74 years,0,,
British Virgin Islands,2003,female,75+ years,0,,
British Virgin Islands,2003,male,15-24 years,0,,
British Virgin Islands,2003,male,25-34 years,1,,
British Virgin Islands,2003,male,35-54 years,0,,
British Virgin Islands,2003,male,5-14 years,0,,
British Virgin Islands,2003,male,55-74 years,0,,
British Virgin Islands,2003,male,75+ years,0,,
British Virgin Islands,2004,female,15-24 years,0,,
British Virgin Islands,2004,female,25-34 years,0,,
British Virgin Islands,2004,female,35-54 years,0,,
British Virgin Islands,2004,female,5-14 years,0,,
British Virgin Islands,2004,female,55-74 years,0,,
British Virgin Islands,2004,female,75+ years,0,,
British Virgin Islands,2004,male,15-24 years,0,,
British Virgin Islands,2004,male,25-34 years,0,,
British Virgin Islands,2004,male,35-54 years,0,,
British Virgin Islands,2004,male,5-14 years,0,,
British Virgin Islands,2004,male,55-74 years,0,,
British Virgin Islands,2004,male,75+ years,0,,
British Virgin Islands,2006,female,15-24 years,0,,
British Virgin Islands,2006,female,25-34 years,0,,
British Virgin Islands,2006,female,35-54 years,0,,
British Virgin Islands,2006,female,5-14 years,0,,
British Virgin Islands,2006,female,55-74 years,0,,
British Virgin Islands,2006,female,75+ years,0,,
British Virgin Islands,2006,male,15-24 years,0,,
British Virgin Islands,2006,male,25-34 years,0,,
British Virgin Islands,2006,male,35-54 years,0,,
British Virgin Islands,2006,male,5-14 years,0,,
British Virgin Islands,2006,male,55-74 years,0,,
British Virgin Islands,2006,male,75+ years,0,,
British Virgin Islands,2008,female,15-24 years,0,,
British Virgin Islands,2008,female,25-34 years,0,,
British Virgin Islands,2008,female,35-54 years,0,,
British Virgin Islands,2008,female,5-14 years,0,,
British Virgin Islands,2008,female,55-74 years,0,,
British Virgin Islands,2008,female,75+ years,0,,
British Virgin Islands,2008,male,15-24 years,0,,
British Virgin Islands,2008,male,25-34 years,0,,
British Virgin Islands,2008,male,35-54 years,0,,
British Virgin Islands,2008,male,5-14 years,0,,
British Virgin Islands,2008,male,55-74 years,0,,
British Virgin Islands,2008,male,75+ years,0,,
British Virgin Islands,2009,female,15-24 years,0,,
British Virgin Islands,2009,female,25-34 years,0,,
British Virgin Islands,2009,female,35-54 years,0,,
British Virgin Islands,2009,female,5-14 years,0,,
British Virgin Islands,2009,female,55-74 years,0,,
British Virgin Islands,2009,female,75+ years,0,,
British Virgin Islands,2009,male,15-24 years,0,,
British Virgin Islands,2009,male,25-34 years,0,,
British Virgin Islands,2009,male,35-54 years,0,,
British Virgin Islands,2009,male,5-14 years,0,,
British Virgin Islands,2009,male,55-74 years,0,,
British Virgin Islands,2009,male,75+ years,0,,
British Virgin Islands,2010,female,15-24 years,0,,
British Virgin Islands,2010,female,25-34 years,0,,
British Virgin Islands,2010,female,35-54 years,0,,
British Virgin Islands,2010,female,5-14 years,0,,
British Virgin Islands,2010,female,55-74 years,0,,
British Virgin Islands,2010,female,75+ years,0,,
British Virgin Islands,2010,male,15-24 years,0,,
British Virgin Islands,2010,male,25-34 years,0,,
British Virgin Islands,2010,male,35-54 years,0,,
British Virgin Islands,2010,male,5-14 years,0,,
British Virgin Islands,2010,male,55-74 years,0,,
British Virgin Islands,2010,male,75+ years,0,,
Brunei Darussalam,1995,female,15-24 years,,26200,
Brunei Darussalam,1995,female,25-34 years,,29800,
Brunei Darussalam,1995,female,35-54 years,,32300,
Brunei Darussalam,1995,female,5-14 years,,27100,
Brunei Darussalam,1995,female,55-74 years,,7200,
Brunei Darussalam,1995,female,75+ years,,1400,
Brunei Darussalam,1995,male,15-24 years,,26000,
Brunei Darussalam,1995,male,25-34 years,,30700,
Brunei Darussalam,1995,male,35-54 years,,37400,
Brunei Darussalam,1995,male,5-14 years,,30400,
Brunei Darussalam,1995,male,55-74 years,,7700,
Brunei Darussalam,1995,male,75+ years,,1400,
Cayman Islands,1985,female,15-24 years,0,,
Cayman Islands,1985,female,25-34 years,0,,
Cayman Islands,1985,female,35-54 years,0,,
Cayman Islands,1985,female,5-14 years,0,,
Cayman Islands,1985,female,55-74 years,0,,
Cayman Islands,1985,female,75+ years,0,,
Cayman Islands,1985,male,15-24 years,0,,
Cayman Islands,1985,male,25-34 years,1,,
Cayman Islands,1985,male,35-54 years,0,,
Cayman Islands,1985,male,5-14 years,0,,
Cayman Islands,1985,male,55-74 years,0,,
Cayman Islands,1985,male,75+ years,0,,
Cayman Islands,1986,female,15-24 years,0,,
Cayman Islands,1986,female,25-34 years,0,,
Cayman Islands,1986,female,35-54 years,1,,
Cayman Islands,1986,female,5-14 years,0,,
Cayman Islands,1986,female,55-74 years,0,,
Cayman Islands,1986,female,75+ years,0,,
Cayman Islands,1986,male,15-24 years,0,,
Cayman Islands,1986,male,25-34 years,0,,
Cayman Islands,1986,male,35-54 years,0,,
Cayman Islands,1986,male,5-14 years,0,,
Cayman Islands,1986,male,55-74 years,0,,
Cayman Islands,1986,male,75+ years,0,,
Cayman Islands,1987,female,15-24 years,0,,
Cayman Islands,1987,female,25-34 years,0,,
Cayman Islands,1987,female,35-54 years,0,,
Cayman Islands,1987,female,5-14 years,0,,
Cayman Islands,1987,female,55-74 years,0,,
Cayman Islands,1987,female,75+ years,0,,
Cayman Islands,1987,male,15-24 years,0,,
Cayman Islands,1987,male,25-34 years,1,,
Cayman Islands,1987,male,35-54 years,0,,
Cayman Islands,1987,male,5-14 years,0,,
Cayman Islands,1987,male,55-74 years,0,,
Cayman Islands,1987,male,75+ years,0,,
Cayman Islands,1988,female,15-24 years,0,,
Cayman Islands,1988,female,25-34 years,0,,
Cayman Islands,1988,female,35-54 years,1,,
Cayman Islands,1988,female,5-14 years,0,,
Cayman Islands,1988,female,55-74 years,0,,
Cayman Islands,1988,female,75+ years,0,,
Cayman Islands,1988,male,15-24 years,1,,
Cayman Islands,1988,male,25-34 years,0,,
Cayman Islands,1988,male,35-54 years,0,,
Cayman Islands,1988,male,5-14 years,0,,
Cayman Islands,1988,male,55-74 years,0,,
Cayman Islands,1988,male,75+ years,0,,
Cayman Islands,1989,female,15-24 years,0,,
Cayman Islands,1989,female,25-34 years,0,,
Cayman Islands,1989,female,35-54 years,0,,
Cayman Islands,1989,female,5-14 years,0,,
Cayman Islands,1989,female,55-74 years,0,,
Cayman Islands,1989,female,75+ years,0,,
Cayman Islands,1989,male,15-24 years,0,,
Cayman Islands,1989,male,25-34 years,0,,
Cayman Islands,1989,male,35-54 years,0,,
Cayman Islands,1989,male,5-14 years,0,,
Cayman Islands,1989,male,55-74 years,0,,
Cayman Islands,1989,male,75+ years,1,,
Cayman Islands,1990,female,15-24 years,0,,
Cayman Islands,1990,female,25-34 years,0,,
Cayman Islands,1990,female,35-54 years,0,,
Cayman Islands,1990,female,5-14 years,0,,
Cayman Islands,1990,female,55-74 years,0,,
Cayman Islands,1990,female,75+ years,0,,
Cayman Islands,1990,male,15-24 years,0,,
Cayman Islands,1990,male,25-34 years,0,,
Cayman Islands,1990,male,35-54 years,0,,
Cayman Islands,1990,male,5-14 years,0,,
Cayman Islands,1990,male,55-74 years,0,,
Cayman Islands,1990,male,75+ years,0,,
Cayman Islands,1991,female,15-24 years,0,,
Cayman Islands,1991,female,25-34 years,0,,
Cayman Islands,1991,female,35-54 years,0,,
Cayman Islands,1991,female,5-14 years,0,,
Cayman Islands,1991,female,55-74 years,0,,
Cayman Islands,1991,female,75+ years,0,,
Cayman Islands,1991,male,15-24 years,1,,
Cayman Islands,1991,male,25-34 years,0,,
Cayman Islands,1991,male,35-54 years,0,,
Cayman Islands,1991,male,5-14 years,0,,
Cayman Islands,1991,male,55-74 years,0,,
Cayman Islands,1991,male,75+ years,0,,
Cayman Islands,1992,female,15-24 years,0,,
Cayman Islands,1992,female,25-34 years,0,,
Cayman Islands,1992,female,35-54 years,0,,
Cayman Islands,1992,female,5-14 years,0,,
Cayman Islands,1992,female,55-74 years,0,,
Cayman Islands,1992,female,75+ years,0,,
Cayman Islands,1992,male,15-24 years,1,,
Cayman Islands,1992,male,25-34 years,0,,
Cayman Islands,1992,male,35-54 years,0,,
Cayman Islands,1992,male,5-14 years,0,,
Cayman Islands,1992,male,55-74 years,0,,
Cayman Islands,1992,male,75+ years,0,,
Cayman Islands,1993,female,15-24 years,0,,
Cayman Islands,1993,female,25-34 years,0,,
Cayman Islands,1993,female,35-54 years,1,,
Cayman Islands,1993,female,5-14 years,0,,
Cayman Islands,1993,female,55-74 years,0,,
Cayman Islands,1993,female,75+ years,0,,
Cayman Islands,1993,male,15-24 years,0,,
Cayman Islands,1993,male,25-34 years,0,,
Cayman Islands,1993,male,35-54 years,0,,
Cayman Islands,1993,male,5-14 years,0,,
Cayman Islands,1993,male,55-74 years,0,,
Cayman Islands,1993,male,75+ years,0,,
Cayman Islands,1995,female,15-24 years,0,,
Cayman Islands,1995,female,25-34 years,0,,
Cayman Islands,1995,female,35-54 years,0,,
Cayman Islands,1995,female,5-14 years,0,,
Cayman Islands,1995,female,55-74 years,0,,
Cayman Islands,1995,female,75+ years,0,,
Cayman Islands,1995,male,15-24 years,1,,
Cayman Islands,1995,male,25-34 years,0,,
Cayman Islands,1995,male,35-54 years,0,,
Cayman Islands,1995,male,5-14 years,0,,
Cayman Islands,1995,male,55-74 years,0,,
Cayman Islands,1995,male,75+ years,0,,
Cayman Islands,1996,female,15-24 years,0,,
Cayman Islands,1996,female,25-34 years,0,,
Cayman Islands,1996,female,35-54 years,0,,
Cayman Islands,1996,female,5-14 years,0,,
Cayman Islands,1996,female,55-74 years,0,,
Cayman Islands,1996,female,75+ years,0,,
Cayman Islands,1996,male,15-24 years,0,,
Cayman Islands,1996,male,25-34 years,0,,
Cayman Islands,1996,male,35-54 years,0,,
Cayman Islands,1996,male,5-14 years,0,,
Cayman Islands,1996,male,55-74 years,0,,
Cayman Islands,1996,male,75+ years,0,,
Cayman Islands,1997,female,15-24 years,0,,
Cayman Islands,1997,female,25-34 years,0,,
Cayman Islands,1997,female,35-54 years,0,,
Cayman Islands,1997,female,5-14 years,0,,
Cayman Islands,1997,female,55-74 years,0,,
Cayman Islands,1997,female,75+ years,0,,
Cayman Islands,1997,male,15-24 years,0,,
Cayman Islands,1997,male,25-34 years,1,,
Cayman Islands,1997,male,35-54 years,0,,
Cayman Islands,1997,male,5-14 years,0,,
Cayman Islands,1997,male,55-74 years,0,,
Cayman Islands,1997,male,75+ years,0,,
Cayman Islands,1998,female,15-24 years,0,,
Cayman Islands,1998,female,25-34 years,0,,
Cayman Islands,1998,female,35-54 years,0,,
Cayman Islands,1998,female,5-14 years,0,,
Cayman Islands,1998,female,55-74 years,0,,
Cayman Islands,1998,female,75+ years,0,,
Cayman Islands,1998,male,15-24 years,0,,
Cayman Islands,1998,male,25-34 years,0,,
Cayman Islands,1998,male,35-54 years,0,,
Cayman Islands,1998,male,5-14 years,0,,
Cayman Islands,1998,male,55-74 years,0,,
Cayman Islands,1998,male,75+ years,0,,
Cayman Islands,1999,female,15-24 years,0,,
Cayman Islands,1999,female,25-34 years,0,,
Cayman Islands,1999,female,35-54 years,0,,
Cayman Islands,1999,female,5-14 years,0,,
Cayman Islands,1999,female,55-74 years,0,,
Cayman Islands,1999,female,75+ years,0,,
Cayman Islands,1999,male,15-24 years,1,,
Cayman Islands,1999,male,25-34 years,0,,
Cayman Islands,1999,male,35-54 years,0,,
Cayman Islands,1999,male,5-14 years,0,,
Cayman Islands,1999,male,55-74 years,0,,
Cayman Islands,1999,male,75+ years,0,,
Cayman Islands,2000,female,15-24 years,0,,
Cayman Islands,2000,female,25-34 years,0,,
Cayman Islands,2000,female,35-54 years,0,,
Cayman Islands,2000,female,5-14 years,0,,
Cayman Islands,2000,female,55-74 years,0,,
Cayman Islands,2000,female,75+ years,0,,
Cayman Islands,2000,male,15-24 years,0,,
Cayman Islands,2000,male,25-34 years,0,,
Cayman Islands,2000,male,35-54 years,0,,
Cayman Islands,2000,male,5-14 years,0,,
Cayman Islands,2000,male,55-74 years,0,,
Cayman Islands,2000,male,75+ years,0,,
Cayman Islands,2001,female,15-24 years,0,,
Cayman Islands,2001,female,25-34 years,0,,
Cayman Islands,2001,female,35-54 years,0,,
Cayman Islands,2001,female,5-14 years,0,,
Cayman Islands,2001,female,55-74 years,0,,
Cayman Islands,2001,female,75+ years,0,,
Cayman Islands,2001,male,15-24 years,0,,
Cayman Islands,2001,male,25-34 years,0,,
Cayman Islands,2001,male,35-54 years,0,,
Cayman Islands,2001,male,5-14 years,0,,
Cayman Islands,2001,male,55-74 years,0,,
Cayman Islands,2001,male,75+ years,0,,
Cayman Islands,2002,female,15-24 years,0,,
Cayman Islands,2002,female,25-34 years,0,,
Cayman Islands,2002,female,35-54 years,0,,
Cayman Islands,2002,female,5-14 years,0,,
Cayman Islands,2002,female,55-74 years,0,,
Cayman Islands,2002,female,75+ years,0,,
Cayman Islands,2002,male,15-24 years,0,,
Cayman Islands,2002,male,25-34 years,0,,
Cayman Islands,2002,male,35-54 years,0,,
Cayman Islands,2002,male,5-14 years,0,,
Cayman Islands,2002,male,55-74 years,0,,
Cayman Islands,2002,male,75+ years,0,,
Cayman Islands,2003,female,15-24 years,0,,
Cayman Islands,2003,female,25-34 years,0,,
Cayman Islands,2003,female,35-54 years,0,,
Cayman Islands,2003,female,5-14 years,0,,
Cayman Islands,2003,female,55-74 years,0,,
Cayman Islands,2003,female,75+ years,0,,
Cayman Islands,2003,male,15-24 years,0,,
Cayman Islands,2003,male,25-34 years,0,,
Cayman Islands,2003,male,35-54 years,0,,
Cayman Islands,2003,male,5-14 years,0,,
Cayman Islands,2003,male,55-74 years,0,,
Cayman Islands,2003,male,75+ years,0,,
Cayman Islands,2004,female,15-24 years,0,,
Cayman Islands,2004,female,25-34 years,0,,
Cayman Islands,2004,female,35-54 years,0,,
Cayman Islands,2004,female,5-14 years,0,,
Cayman Islands,2004,female,55-74 years,0,,
Cayman Islands,2004,female,75+ years,0,,
Cayman Islands,2004,male,15-24 years,0,,
Cayman Islands,2004,male,25-34 years,0,,
Cayman Islands,2004,male,35-54 years,0,,
Cayman Islands,2004,male,5-14 years,0,,
Cayman Islands,2004,male,55-74 years,0,,
Cayman Islands,2004,male,75+ years,0,,
Cayman Islands,2005,female,15-24 years,0,,
Cayman Islands,2005,female,25-34 years,0,,
Cayman Islands,2005,female,35-54 years,0,,
Cayman Islands,2005,female,5-14 years,0,,
Cayman Islands,2005,female,55-74 years,0,,
Cayman Islands,2005,female,75+ years,0,,
Cayman Islands,2005,male,15-24 years,0,,
Cayman Islands,2005,male,25-34 years,0,,
Cayman Islands,2005,male,35-54 years,0,,
Cayman Islands,2005,male,5-14 years,0,,
Cayman Islands,2005,male,55-74 years,0,,
Cayman Islands,2005,male,75+ years,0,,
Cayman Islands,2006,female,15-24 years,0,,
Cayman Islands,2006,female,25-34 years,0,,
Cayman Islands,2006,female,35-54 years,0,,
Cayman Islands,2006,female,5-14 years,0,,
Cayman Islands,2006,female,55-74 years,0,,
Cayman Islands,2006,female,75+ years,0,,
Cayman Islands,2006,male,15-24 years,0,,
Cayman Islands,2006,male,25-34 years,0,,
Cayman Islands,2006,male,35-54 years,3,,
Cayman Islands,2006,male,5-14 years,0,,
Cayman Islands,2006,male,55-74 years,0,,
Cayman Islands,2006,male,75+ years,0,,
Cayman Islands,2007,female,15-24 years,0,,
Cayman Islands,2007,female,25-34 years,0,,
Cayman Islands,2007,female,35-54 years,0,,
Cayman Islands,2007,female,5-14 years,0,,
Cayman Islands,2007,female,55-74 years,0,,
Cayman Islands,2007,female,75+ years,0,,
Cayman Islands,2007,male,15-24 years,0,,
Cayman Islands,2007,male,25-34 years,0,,
Cayman Islands,2007,male,35-54 years,0,,
Cayman Islands,2007,male,5-14 years,0,,
Cayman Islands,2007,male,55-74 years,0,,
Cayman Islands,2007,male,75+ years,0,,
Cayman Islands,2008,female,15-24 years,0,,
Cayman Islands,2008,female,25-34 years,0,,
Cayman Islands,2008,female,35-54 years,0,,
Cayman Islands,2008,female,5-14 years,0,,
Cayman Islands,2008,female,55-74 years,0,,
Cayman Islands,2008,female,75+ years,0,,
Cayman Islands,2008,male,15-24 years,0,,
Cayman Islands,2008,male,25-34 years,0,,
Cayman Islands,2008,male,35-54 years,0,,
Cayman Islands,2008,male,5-14 years,0,,
Cayman Islands,2008,male,55-74 years,0,,
Cayman Islands,2008,male,75+ years,0,,
Cayman Islands,2009,female,15-24 years,0,,
Cayman Islands,2009,female,25-34 years,0,,
Cayman Islands,2009,female,35-54 years,0,,
Cayman Islands,2009,female,5-14 years,0,,
Cayman Islands,2009,female,55-74 years,0,,
Cayman Islands,2009,female,75+ years,0,,
Cayman Islands,2009,male,15-24 years,0,,
Cayman Islands,2009,male,25-34 years,0,,
Cayman Islands,2009,male,35-54 years,0,,
Cayman Islands,2009,male,5-14 years,0,,
Cayman Islands,2009,male,55-74 years,0,,
Cayman Islands,2009,male,75+ years,0,,
Cayman Islands,2010,female,15-24 years,0,,
Cayman Islands,2010,female,25-34 years,0,,
Cayman Islands,2010,female,35-54 years,0,,
Cayman Islands,2010,female,5-14 years,0,,
Cayman Islands,2010,female,55-74 years,0,,
Cayman Islands,2010,female,75+ years,0,,
Cayman Islands,2010,male,15-24 years,1,,
Cayman Islands,2010,male,25-34 years,0,,
Cayman Islands,2010,male,35-54 years,0,,
Cayman Islands,2010,male,5-14 years,0,,
Cayman Islands,2010,male,55-74 years,0,,
Cayman Islands,2010,male,75+ years,0,,
Cayman Islands,2013,female,15-24 years,0,,
Cayman Islands,2013,female,25-34 years,0,,
Cayman Islands,2013,female,35-54 years,0,,
Cayman Islands,2013,female,5-14 years,0,,
Cayman Islands,2013,female,55-74 years,0,,
Cayman Islands,2013,female,75+ years,0,,
Cayman Islands,2013,male,15-24 years,0,,
Cayman Islands,2013,male,25-34 years,0,,
Cayman Islands,2013,male,35-54 years,1,,
Cayman Islands,2013,male,5-14 years,0,,
Cayman Islands,2013,male,55-74 years,0,,
Cayman Islands,2013,male,75+ years,0,,
Cuba,1985,female,15-24 years,,1097400,
Cuba,1985,female,25-34 years,,703300,
Cuba,1985,female,35-54 years,,1095400,
Cuba,1985,female,5-14 years,,899500,
Cuba,1985,female,55-74 years,,594800,
Cuba,1985,female,75+ years,,141700,
Cuba,1985,male,15-24 years,,1152800,
Cuba,1985,male,25-34 years,,730600,
Cuba,1985,male,35-54 years,,1121600,
Cuba,1985,male,5-14 years,,939600,
Cuba,1985,male,55-74 years,,604000,
Cuba,1985,male,75+ years,,148700,
Cuba,1986,female,15-24 years,,1106000,
Cuba,1986,female,25-34 years,,709800,
Cuba,1986,female,35-54 years,,1104100,
Cuba,1986,female,5-14 years,,906400,
Cuba,1986,female,55-74 years,,600900,
Cuba,1986,female,75+ years,,142100,
Cuba,1986,male,15-24 years,,1162600,
Cuba,1986,male,25-34 years,,737000,
Cuba,1986,male,35-54 years,,1130200,
Cuba,1986,male,5-14 years,,947800,
Cuba,1986,male,55-74 years,,610000,
Cuba,1986,male,75+ years,,149200,
Cuba,1987,female,15-24 years,,1148600,
Cuba,1987,female,25-34 years,,784700,
Cuba,1987,female,35-54 years,,1164900,
Cuba,1987,female,5-14 years,,821400,
Cuba,1987,female,55-74 years,,630700,
Cuba,1987,female,75+ years,,158200,
Cuba,1987,male,15-24 years,,1185800,
Cuba,1987,male,25-34 years,,776700,
Cuba,1987,male,35-54 years,,1150000,
Cuba,1987,male,5-14 years,,857600,
Cuba,1987,male,55-74 years,,630700,
Cuba,1987,male,75+ years,,160000,
Cuba,1988,female,15-24 years,,1109700,
Cuba,1988,female,25-34 years,,712000,
Cuba,1988,female,35-54 years,,1107700,
Cuba,1988,female,5-14 years,,909300,
Cuba,1988,female,55-74 years,,602900,
Cuba,1988,female,75+ years,,142700,
Cuba,1988,male,15-24 years,,1166300,
Cuba,1988,male,25-34 years,,739500,
Cuba,1988,male,35-54 years,,1134000,
Cuba,1988,male,5-14 years,,950800,
Cuba,1988,male,55-74 years,,611900,
Cuba,1988,male,75+ years,,149700,
Cuba,1989,female,15-24 years,,1131000,
Cuba,1989,female,25-34 years,,859000,
Cuba,1989,female,35-54 years,,1228000,
Cuba,1989,female,5-14 years,,759000,
Cuba,1989,female,55-74 years,,635000,
Cuba,1989,female,75+ years,,183000,
Cuba,1989,male,15-24 years,,1179000,
Cuba,1989,male,25-34 years,,854000,
Cuba,1989,male,35-54 years,,1206000,
Cuba,1989,male,5-14 years,,795000,
Cuba,1989,male,55-74 years,,628000,
Cuba,1989,male,75+ years,,174000,
Cuba,1990,female,15-24 years,,1109000,
Cuba,1990,female,25-34 years,,902000,
Cuba,1990,female,35-54 years,,1251000,
Cuba,1990,female,5-14 years,,742000,
Cuba,1990,female,55-74 years,,647000,
Cuba,1990,female,75+ years,,189000,
Cuba,1990,male,15-24 years,,1157000,
Cuba,1990,male,25-34 years,,900000,
Cuba,1990,male,35-54 years,,1226000,
Cuba,1990,male,5-14 years,,777000,
Cuba,1990,male,55-74 years,,637000,
Cuba,1990,male,75+ years,,180000,
Cuba,1991,female,15-24 years,,1078400,
Cuba,1991,female,25-34 years,,946000,
Cuba,1991,female,35-54 years,,1265700,
Cuba,1991,female,5-14 years,,758200,
Cuba,1991,female,55-74 years,,654700,
Cuba,1991,female,75+ years,,195100,
Cuba,1991,male,15-24 years,,1124800,
Cuba,1991,male,25-34 years,,946400,
Cuba,1991,male,35-54 years,,1237400,
Cuba,1991,male,5-14 years,,794700,
Cuba,1991,male,55-74 years,,640300,
Cuba,1991,male,75+ years,,184500,
Cyprus,2002,female,15-24 years,,54859,
Cyprus,2002,female,25-34 years,,52521,
Cyprus,2002,female,35-54 years,,101589,
Cyprus,2002,female,5-14 years,,52071,
Cyprus,2002,female,55-74 years,,61502,
Cyprus,2002,female,75+ years,,20292,
Cyprus,2002,male,15-24 years,,56933,
Cyprus,2002,male,25-34 years,,47848,
Cyprus,2002,male,35-54 years,,97177,
Cyprus,2002,male,5-14 years,,55071,
Cyprus,2002,male,55-74 years,,56016,
Cyprus,2002,male,75+ years,,15222,
Cyprus,2003,female,15-24 years,,55587,
Cyprus,2003,female,25-34 years,,52976,
Cyprus,2003,female,35-54 years,,102749,
Cyprus,2003,female,5-14 years,,51164,
Cyprus,2003,female,55-74 years,,63460,
Cyprus,2003,female,75+ years,,21724,
Cyprus,2003,male,15-24 years,,57895,
Cyprus,2003,male,25-34 years,,48711,
Cyprus,2003,male,35-54 years,,97830,
Cyprus,2003,male,5-14 years,,54190,
Cyprus,2003,male,55-74 years,,58273,
Cyprus,2003,male,75+ years,,16190,
Czech Republic,1985,female,15-24 years,,674600,
Czech Republic,1985,female,25-34 years,,747100,
Czech Republic,1985,female,35-54 years,,1328500,
Czech Republic,1985,female,5-14 years,,841600,
Czech Republic,1985,female,55-74 years,,1045100,
Czech Republic,1985,female,75+ years,,348600,
Czech Republic,1985,male,15-24 years,,705500,
Czech Republic,1985,male,25-34 years,,772200,
Czech Republic,1985,male,35-54 years,,1316400,
Czech Republic,1985,male,5-14 years,,882400,
Czech Republic,1985,male,55-74 years,,819000,
Czech Republic,1985,male,75+ years,,171400,
Denmark,1985,female,15-24 years,,384700,
Denmark,1985,female,25-34 years,,362600,
Denmark,1985,female,35-54 years,,661100,
Denmark,1985,female,5-14 years,,331700,
Denmark,1985,female,55-74 years,,518200,
Denmark,1985,female,75+ years,,206900,
Denmark,1985,male,15-24 years,,404700,
Denmark,1985,male,25-34 years,,380000,
Denmark,1985,male,35-54 years,,676800,
Denmark,1985,male,5-14 years,,346400,
Denmark,1985,male,55-74 years,,455900,
Denmark,1985,male,75+ years,,119900,
Denmark,1986,female,15-24 years,,384400,
Denmark,1986,female,25-34 years,,363500,
Denmark,1986,female,35-54 years,,669700,
Denmark,1986,female,5-14 years,,323800,
Denmark,1986,female,55-74 years,,514700,
Denmark,1986,female,75+ years,,211500,
Denmark,1986,male,15-24 years,,406000,
Denmark,1986,male,25-34 years,,382300,
Denmark,1986,male,35-54 years,,686600,
Denmark,1986,male,5-14 years,,337800,
Denmark,1986,male,55-74 years,,452900,
Denmark,1986,male,75+ years,,122200,
Denmark,1987,female,15-24 years,,384600,
Denmark,1987,female,25-34 years,,365400,
Denmark,1987,female,35-54 years,,677900,
Denmark,1987,female,5-14 years,,313900,
Denmark,1987,female,55-74 years,,511000,
Denmark,1987,female,75+ years,,216300,
Denmark,1987,male,15-24 years,,406800,
Denmark,1987,male,25-34 years,,384700,
Denmark,1987,male,35-54 years,,696300,
Denmark,1987,male,5-14 years,,327300,
Denmark,1987,male,55-74 years,,449600,
Denmark,1987,male,75+ years,,124800,
Denmark,1988,female,15-24 years,,381900,
Denmark,1988,female,25-34 years,,367600,
Denmark,1988,female,35-54 years,,686700,
Denmark,1988,female,5-14 years,,303900,
Denmark,1988,female,55-74 years,,506900,
Denmark,1988,female,75+ years,,220600,
Denmark,1988,male,15-24 years,,403500,
Denmark,1988,male,25-34 years,,387200,
Denmark,1988,male,35-54 years,,706000,
Denmark,1988,male,5-14 years,,317200,
Denmark,1988,male,55-74 years,,446500,
Denmark,1988,male,75+ years,,127100,
Denmark,1989,female,15-24 years,,376900,
Denmark,1989,female,25-34 years,,371000,
Denmark,1989,female,35-54 years,,695200,
Denmark,1989,female,5-14 years,,294800,
Denmark,1989,female,55-74 years,,503300,
Denmark,1989,female,75+ years,,224400,
Denmark,1989,male,15-24 years,,397300,
Denmark,1989,male,25-34 years,,391300,
Denmark,1989,male,35-54 years,,714800,
Denmark,1989,male,5-14 years,,307600,
Denmark,1989,male,55-74 years,,444100,
Denmark,1989,male,75+ years,,129000,
Denmark,1990,female,15-24 years,,372700,
Denmark,1990,female,25-34 years,,375600,
Denmark,1990,female,35-54 years,,703100,
Denmark,1990,female,5-14 years,,285800,
Denmark,1990,female,55-74 years,,501100,
Denmark,1990,female,75+ years,,227000,
Denmark,1990,male,15-24 years,,391400,
Denmark,1990,male,25-34 years,,396300,
Denmark,1990,male,35-54 years,,723600,
Denmark,1990,male,5-14 years,,298400,
Denmark,1990,male,55-74 years,,443200,
Denmark,1990,male,75+ years,,130300,
Denmark,1991,female,15-24 years,,365900,
Denmark,1991,female,25-34 years,,382400,
Denmark,1991,female,35-54 years,,711100,
Denmark,1991,female,5-14 years,,279400,
Denmark,1991,female,55-74 years,,499700,
Denmark,1991,female,75+ years,,229100,
Denmark,1991,male,15-24 years,,383600,
Denmark,1991,male,25-34 years,,403300,
Denmark,1991,male,35-54 years,,732300,
Denmark,1991,male,5-14 years,,291800,
Denmark,1991,male,55-74 years,,442700,
Denmark,1991,male,75+ years,,131200,
Denmark,1992,female,15-24 years,,356200,
Denmark,1992,female,25-34 years,,388500,
Denmark,1992,female,35-54 years,,718800,
Denmark,1992,female,5-14 years,,276800,
Denmark,1992,female,55-74 years,,499300,
Denmark,1992,female,75+ years,,230000,
Denmark,1992,male,15-24 years,,372800,
Denmark,1992,male,25-34 years,,410400,
Denmark,1992,male,35-54 years,,741100,
Denmark,1992,male,5-14 years,,289400,
Denmark,1992,male,55-74 years,,444000,
Denmark,1992,male,75+ years,,131500,
Denmark,1993,female,15-24 years,,350300,
